,Well_Job_ID,UWI_Number,Operator,Contractor,DSRE,DSR,TMLDR,Discard Ratio,TLML,Down_Loss,Evap_Loss,Total_SCE,Total_Dil,ROP,Temp,Well_Name,Well_Coord_Lon,Well_Coord_Lat,flowline_Shakers,DOW,IntLength,AMW,Drilling_Hours,Haul_OFF,Base_Oil,Water,Weight_Material,Chemicals,Reserve_Adds,TD_Date,Hole_Size,Dilution_Ratio,Dil_Per_Hole_Vol_Ratio,Solids_Generated,Average_LGS%,IsReviewed,Basin,Latitude,Longitude,DI Basin,AAPG Geologic Province,MD Depth,API Number,County Code,State Code
284,1755,,Paloma Operating,Powers Drilling Rig 8,0.865382646,656.0889072,1.165106326,1.181635586,1499.0,128.0,0.0,775.258,1499.0,60560.0,106.6666667,MINNIE 1-14N-9W 2MH,,,Derrick Hyperpool,4,6056.0,10.0,0.1,1431.346907,486.0,122.0,7.0,93.0,791.0,23-10-2022,10.625,0.913244365,1.015276604,697.3469072,0.0565,1,,35.7101596,-98.1068104,ANADARKO,ANADARKO BASIN,15395.0,35017258430000,17.0,35.0
285,1756,,Paloma Operating,Powers Drilling Rig 8,0.799347011,325.0722372,2.867943842,2.058573213,2160.0,1250.0,0.0,669.185,2160.0,71420.0,113.3333333,MINNIE 1-14N-9W 3MH,,,Derrick Hyperpool,10,7142.0,10.45,0.1,994.2572372,866.0,173.0,35.0,297.0,789.0,18-11-2022,6.0,2.048760806,5.227691767,262.2572372,0.0652,1,,35.7101596,-98.1068791,ANADARKO,ANADARKO BASIN,15552.0,35017258440000,17.0,35.0
286,1757,,Paloma Operating,Powers Drilling Rig 8,0.91924209,1357.044065,1.434077953,1.300370448,4036.6,766.0,0.0,1764.66,4036.6,171600.0,119.0909091,ROSEANNADANNA 34 27-12N-6W 2MHX,,,Derrick Hyperpool,12,17160.0,8.9,0.1,3121.704065,1027.6,289.0,24.0,234.0,2462.0,2022-12-09 00:00:00,8.75,0.892296533,1.174983377,1340.104065,0.062166667,1,,35.4651091,-97.8212078,ANADARKO,ANADARKO BASIN,18092.0,35017257580000,17.0,35.0
287,1758,,Oxy,H&P 244,0.748702352,933.0324845,1.0,2.531034706,3003.1,0.0,0.0,2361.5376,3003.1,92.61437908,131.3333333,MULBERRY 55-1-38-26 G 21H,,,Derrick Hyperpool,10,14170.0,13.75,153.0,3294.570085,1207.1,312.2,870.4,133.9,479.5,20-12-2022,8.5,1.068625797,2.416616197,1044.270085,0.1024,1,,31.8995178,-103.7316354,DELAWARE,PERMIAN BASIN,25045.0,42301361210000,301.0,42.0
288,1759,,Oxy,H&P 466,0.856697056,725.134622,1.0,1.865565867,2024.5,0.0,0.0,1352.7864,2024.5,55.9350092,114.1111111,DR PI FED UNIT 17 8 DA 21H,,,Derrick Hyperpool,11,9123.0,9.55,163.1,2077.921022,1280.4,100.3,78.8,91.4,473.6,2022-04-12 00:00:00,8.5,1.146448545,2.114610781,733.421022,0.061181818,1,,32.385793,-103.701859,DELAWARE,PERMIAN BASIN,21237.0,30025482820000,25.0,30.0
289,1759,,Oxy,H&P 466,0.825689678,362.8840448,1.0,2.562326488,1155.8,0.0,0.0,929.8274,1155.8,83.83128295,113.0,DR PI FED UNIT 17 8 DA 21H,,,Derrick Hyperpool,6,4770.0,9.55,56.9,1292.711445,635.1,90.9,16.3,65.8,347.7,23-11-2022,8.75,0.869086026,2.169329322,372.5114448,0.0575,1,,32.385793,-103.701859,DELAWARE,PERMIAN BASIN,21237.0,30025482820000,25.0,30.0
290,1760,,Oxy,H&P 244,0.764963881,745.0254149,1.0,2.547271357,2393.5,0.0,0.0,1897.7819,2393.5,70.74358974,135.3333333,BOOMSLANG 54-1-38-35 F 16H,,,Derrick Hyperpool,11,11036.0,13.65,156.0,2642.807315,1133.4,236.8,555.8,138.2,329.3,2022-03-10 00:00:00,8.5,1.087690846,2.538032011,813.3073149,0.090727273,1,,31.8992825,-103.6242646,DELAWARE,PERMIAN BASIN,22361.0,42301358830000,301.0,42.0
291,1761,,Oxy,H&P 244,0.801314131,847.3682942,1.0,2.343381873,2495.0,0.0,0.0,1985.7075,2495.0,71.1863314,120.0,BOOMSLANG 54-1-38-35 E 15H,,,Derrick Hyperpool,11,11041.0,13.75,155.1,2833.075794,978.9,216.0,550.2,117.8,632.1,16-10-2022,8.5,0.938154285,2.289486812,813.6757942,0.113909091,1,,31.8992854,-103.6243586,DELAWARE,PERMIAN BASIN,22212.0,42301358820000,301.0,42.0
292,1763,,Marathon Oil,H&P 514,0.762027054,705.9510287,1.179134676,1.502447701,1943.0,0.0,190.0,1060.6545,1943.0,183.4444444,145.0,Chapman Rogers-Franke SA 1H,,,Derrick Hyperpool,6,9906.0,11.6,54.0,1766.605529,843.0,120.0,177.0,135.0,668.0,15-12-2022,8.75,1.202087956,1.648126794,773.6055287,0.111783333,1,,28.847837,-97.9373421,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,17534.0,42255376310000,255.0,42.0
293,1764,,Marathon Oil,H&P 514,0.831009623,1029.729715,1.089446682,1.389704579,2617.0,0.0,128.0,1431.0201,2617.0,240.5363322,127.7142857,Chapman-Franke-Murphy-Kotara SA 1H,,,Derrick Hyperpool,7,13903.0,12.35,57.8,2460.749815,941.0,187.0,265.0,127.0,1097.0,2022-08-12 00:00:00,8.75,1.06217935,1.399954188,1085.749815,0.110585714,1,,28.8478128,-97.9374142,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,19750.0,42255376300000,255.0,42.0
294,1765,,Marathon Oil,H&P 514,0.810851862,807.5611052,1.06361244,1.343172044,1787.0,0.0,69.0,1084.6935,1787.0,156.7205882,120.2,Zaeske-Eckols-Franke SA 1H,,,Derrick Hyperpool,5,10657.0,12.5,68.0,1892.254605,713.0,95.0,139.0,99.0,741.0,21-12-2022,8.75,0.964327711,1.256826929,832.2546052,0.10706,1,,28.8478611,-97.9372669,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,16637.0,42255376320000,255.0,42.0
295,1766,,Marathon Oil,H&P 514,0.803504683,670.2582809,1.124246416,1.537035542,1284.0,0.0,128.0,1030.2108,1284.0,157.4594595,140.75,Forister Janysek 4H,,,Derrick Hyperpool,4,8739.0,11.675,55.5,1700.469081,599.0,85.0,140.0,82.0,378.0,15-11-2022,8.75,0.879431666,1.327532668,682.4690809,0.1068,1,,28.8857322,-97.9999819,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,14764.0,42255376210000,255.0,42.0
296,1768,,Conoco Phillips,H&P 256,0.820099638,1091.286297,1.0,2.352128939,3426.96,0.0,0.0,2566.84608,3426.96,55.67032967,136.25,Ruckman Ranch 64,,,Derrick Hyperpool,18,15198.0,12.6,273.0,3658.132377,2126.76,259.0,164.33,315.87,561.0,2022-03-12 00:00:00,8.75,1.116529745,2.414695892,1186.882377,0.096111111,1,,29.005506,-97.752405,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,19688.0,42123350820000,123.0,42.0
297,1769,,Oxy,H&P 244,0.769805132,966.0400321,1.0,2.187373121,2970.7,0.0,0.0,2113.09,2970.7,114.4481054,119.4444444,MULBERRY 55-1-38-26 D 14H,,,Derrick Hyperpool,10,13894.0,13.3,121.4,3079.130032,1086.4,240.6,379.0,93.7,1171.0,2023-04-01 00:00:00,8.5,0.851691125,1.757639627,1023.930032,0.1121,1,,31.8995182,-103.7315383,DELAWARE,PERMIAN BASIN,24810.0,42301361200000,301.0,42.0
298,1770,,Devon Energy ,H&P 437,0.897061022,1411.625894,1.0,0.981608941,2521.3,0.0,0.0,1385.6646,2521.3,96.31864816,152.6,RUDD-GREEN A (SA) A 1H,,,Derrick Hyperpool,12,15960.0,11.55,165.7,2797.290494,666.1,344.7,145.2,47.3,1318.0,26-12-2022,8.75,0.868391962,0.965427774,1246.390494,0.094666667,1,,29.0784621,-97.6976345,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,21115.0,42255376420000,255.0,42.0
299,1771,,Devon Energy ,H&P 437,0.86854152,1336.569117,1.167496412,0.879972898,2797.4,197.0,0.0,1176.1446,2797.4,123.0573711,177.8,RUDD UNIT 16H,,,Derrick Hyperpool,11,16945.0,11.0,137.7,2512.713717,634.7,247.9,157.0,53.7,1704.1,21-01-2023,8.75,0.929562572,0.826183531,1323.313717,0.095636364,1,,29.0783591,-97.6975895,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,21201.0,42255376400000,255.0,42.0
300,1772,,Devon Energy ,H&P 437,0.862258743,884.0231158,1.0,0.433173062,1027.0,0.0,0.0,382.935,1027.0,171.4132104,177.6,BERDIE-STOELTJE A 1H,,,Derrick Hyperpool,5,11159.0,11.25,65.1,1266.958116,261.0,145.0,84.8,30.0,506.2,2022-05-12 00:00:00,8.75,1.360021936,0.597619083,871.4581158,0.081,1,,28.925145,-97.998297,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,16434.0,42255376090000,255.0,42.0
301,1773,,Validus Energy,H&P 437,0.753662247,724.628659,1.0,1.114518436,1238.9,0.0,0.0,807.612,1238.9,122.862363,156.0,BERDIE - HOFFMANN - APOLLO A 1H,,,Derrick Hyperpool,6,10087.0,11.25,82.1,1532.240659,254.3,180.7,81.9,37.6,684.4,22-10-2022,8.75,0.686592076,0.70391187,787.740659,0.106666667,1,,28.92634,-97.9743515,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,18398.0,42255375610000,255.0,42.0
302,1774,,Validus Energy,H&P 437,0.856561509,907.2159085,1.0,0.61139867,1348.0,0.0,0.0,554.6706,1348.0,253.4745763,143.6666667,DOUGHERTY - CHALLENGER A 1H,,,Derrick Hyperpool,7,11964.0,11.35,47.2,1461.886509,166.7,20.0,121.4,12.3,1027.6,2022-01-11 00:00:00,8.75,0.577640135,0.358034228,894.8865085,0.073428571,1,,28.9263932,-97.9743672,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,16994.0,42255375470000,255.0,42.0
303,1775,,Devon Energy ,H&P 437,0.869463176,1218.450339,1.0,0.748254706,1908.4,0.0,0.0,911.7112,1908.4,133.0528846,158.5555556,RUDD AC 1H,,,Derrick Hyperpool,11,16605.0,11.35,124.8,2130.161539,523.2,239.7,54.2,40.7,1050.6,2023-09-01 00:00:00,8.75,0.940868117,0.661494017,1296.761539,0.079363636,1,,29.0784111,-97.6976125,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,20876.0,42255376410000,255.0,42.0
304,1776,,Oxy,H&P 451,0.803054727,811.507317,1.0,1.30302294,2062.62,0.0,0.0,1057.41265,2062.62,103.624655,113.5,Small Eyed F 12H,,,Brandt King Cobra,8,11264.0,13.25,108.7,1868.919967,771.86,83.0,275.21,106.36,826.19,17-01-2023,8.5,1.16929753,1.489477357,830.109967,0.0895,1,,31.9113654,-103.6141195,DELAWARE,PERMIAN BASIN,22584.0,42301360130000,301.0,42.0
305,1654,,CIVITAS,Ensign 140,0.914568953,952.7586978,1.47190857,0.097861505,974.0,22.0,22.0,93.2384,974.0,269.1919192,147.5,J-55 34-5-32 XLRN,,,Derrick Hyperpool,4,13325.0,9.475,49.5,1045.997098,401.0,15.0,0.0,0.0,558.0,24-06-2022,8.5,4.461681024,0.423626507,981.9970978,0.04885,1,,40.33482,-104.35608,No Details,No Details,14958.0,05123498910000,123.0,5.0
306,1778,,SM Energy,Ensign T57,0.846972004,726.1456217,1.0,0.813620168,1157.028,0.0,0.0,590.8067226,1157.028,61.89699133,117.8,Brenda Dorcus B 2570 WB,,,Derrick Hyperpool,14,12138.0,9.725,196.1,1316.952344,546.0,0.0,41.778,86.067,483.183,13-12-2022,7.875,1.140550664,0.877620213,767.8093443,0.061878571,1,,31.6047312,-102.2562618,MIDLAND,PERMIAN BASIN,21201.0,42461422050000,461.0,42.0
307,1779,,SM Energy,Ensign T57,0.897659022,568.0581843,1.0,0.783003256,630.917,0.0,0.0,444.791408,630.917,80.01834862,112.8333333,Brenda Kathryn A 4840 LS,,,Derrick Hyperpool,7,8722.0,9.025,109.0,1012.849592,442.0,0.0,16.711,68.529,103.677,2022-12-11 00:00:00,7.875,1.185364624,0.955621713,551.7245923,0.053214286,1,,31.6046818,-102.2564959,MIDLAND,PERMIAN BASIN,16929.0,42461421880000,461.0,42.0
308,1780,,BPX Energy,H&P 614,0.768733543,378.3658952,1.043222566,0.917209887,669.72,0.0,15.0,347.04094,669.72,121.2349184,133.625,Bold Johnson W107H,,,Derrick Hyperpool,8,8541.0,12.4,70.45,725.4068352,425.52,57.01,72.37,53.82,61.0,14-11-2022,6.75,1.754029366,1.533543743,396.9368352,0.09275,1,,31.942979,-103.830564,DELAWARE,PERMIAN BASIN,19325.0,42301357310000,301.0,42.0
309,1781,,BPX Energy,H&P 614,0.777324825,374.0011811,1.0,1.447831818,793.64,0.0,0.0,541.49081,793.64,116.7617689,125.1111111,Bold Johnson W114H,,,Derrick Hyperpool,9,8185.0,12.425,70.1,915.4919911,438.48,2.37,42.86,57.92,252.01,2022-06-07 00:00:00,6.75,1.00025705,1.423873301,380.3919911,0.088333333,1,,31.942979,-103.830661,DELAWARE,PERMIAN BASIN,18892.0,42301357340000,301.0,42.0
310,1782,,BPX Energy,H&P 614,0.79311711,368.2876485,1.061065525,0.889296834,681.12,0.0,20.0,327.51704,681.12,101.360799,127.5555556,Bold Johnson W103H,,,Derrick Hyperpool,9,8119.0,12.0,80.1,695.8046885,268.67,0.1,103.93,69.42,239.0,25-06-2022,6.75,1.349914496,1.171722958,377.3246885,0.077888889,1,,31.942979,-103.830757,DELAWARE,PERMIAN BASIN,19136.0,42301357300000,301.0,42.0
311,1787,,Marathon Oil,H&P 514,0.82626818,1018.420868,1.133796012,1.152203511,2214.0,0.0,157.0,1173.4281,2214.0,236.637931,156.2,Barnhart (EF) F 3H,,,Derrick Hyperpool,5,13725.0,,58.0,2191.848968,1026.0,52.0,147.0,135.0,854.0,21-09-2022,8.75,1.1589973,1.26883548,1071.848968,0.1038,1,,29.2400254,-97.4704576,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,18939.0,42177345200000,177.0,42.0
312,1790,,Devon Energy ,H&P 300,0.855589283,1140.953838,1.0,1.376473743,2303.0,0.0,0.0,1570.493,2303.0,158.4719101,157.0,KRUDWIG UNIT 9H,,,Derrick Hyperpool,6,14104.0,12.4,89.0,2711.446838,995.0,0.0,361.0,91.0,856.0,17-01-2023,8.75,0.92136673,1.313726591,1101.446838,0.104833333,1,,28.916165,-97.8567492,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,18651.0,42255376390000,255.0,42.0
313,1793,,Lewis Energy ,Lewis Energy 46,0.737569875,788.038637,1.181505613,2.132368543,2681.922,0.0,305.0,1680.3888,2681.922,71.09146341,182.5833333,Corsair - Zamora B 6H,,,Derrick Hyperpool,14,11659.0,14.525,164.0,2468.427437,885.597,563.0,780.547,107.778,345.0,16-10-2022,8.75,1.390703152,2.566620588,910.505437,0.107042857,1,,27.9521414,-99.3662996,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,21870.0,42479447250000,479.0,42.0
314,1794,,Lewis Energy ,Lewis Energy 46,0.779008612,857.8086227,1.151071364,2.477036886,3044.003,0.0,321.0,2124.8236,3044.003,56.48961854,177.4166667,Cosair-Zamora C No 7H,,,Derrick Hyperpool,14,11699.0,14.525,207.1,2982.632223,894.691,587.0,692.476,215.836,654.0,2022-03-11 00:00:00,8.75,1.124800666,2.615944128,913.6292227,0.103757143,1,,27.952142,-99.366253,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,22869.0,42479447260000,479.0,42.0
315,1795,,Marathon Oil,H&P 514,0.823551265,990.7329759,1.107724758,1.69592417,2378.0,0.0,181.0,1680.208,2378.0,130.8,108.7142857,Barnhart Grand F-E SA 1H,,,Derrick Hyperpool,7,12753.0,11.35,97.5,2670.940976,1038.0,222.0,176.0,125.0,817.0,15-09-2022,8.75,0.929051641,1.56736196,995.9409759,0.109714286,1,,29.2400864,-97.4704916,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,19068.0,42177345190000,177.0,42.0
316,1796,,Lewis Energy ,Lewis Energy 46,0.800827746,884.7186817,1.156878418,2.226332778,3038.0,106.0,203.0,1969.6782,3038.0,59.77389517,167.1,Martin State PSA No. 1000H,,,Derrick Hyperpool,10,11632.0,14.025,194.6,2854.396882,1022.881,526.0,660.74,182.379,646.0,26-12-2022,8.75,1.214411572,2.633210272,908.3968817,0.09653,1,,27.8564499,-99.7166807,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,20667.0,42479448060000,479.0,42.0
317,1798,,Comstock Resources,Patterson 279,0.834947034,652.9391055,1.046246485,3.69914848,3205.9,0.0,111.7,2415.3187,3205.9,65.97539543,126.6153846,Chapman Heirs 27-22-15 HC #1 Alt,,,Derrick Hyperpool,14,15016.0,15.275,227.6,3068.257806,1790.8,346.0,638.2,193.3,237.6,2022-12-08 00:00:00,6.75,1.22894755,4.253445296,697.8578055,0.079071429,1,,32.166533,-93.7843,No Details,No Details,25625.0,17031250480000,31.0,17.0
318,1799,,Comstock Resources,Patterson 279,0.778950515,401.1465307,1.025576726,4.025335324,2175.3,0.0,41.3,1614.7493,2175.3,65.00786164,110.5,Wimberly 11-2 HC #2 Alt,,,Derrick Hyperpool,8,8269.0,15.3,127.2,2015.895831,904.6,150.0,332.4,103.6,684.7,14-12-2022,6.75,0.923115433,3.878782648,384.2958307,0.082125,1,,31.9481319,-93.6645947,ARKLA,ARKLA BASIN,18977.0,17031272140000,31.0,17.0
319,1800,,Marathon Oil,H&P 514,0.808834913,1082.640897,1.06875704,1.195606876,2148.0,0.0,89.0,1294.4129,2148.0,128.9237288,144.0,Middle McCowen 289H,,,Derrick Hyperpool,6,15213.0,12.35,118.0,2377.053797,1168.0,276.0,269.0,136.0,299.0,22-01-2023,8.75,1.428446827,1.556326831,1188.053797,0.11085,1,,28.6926468,-98.3652105,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,24870.0,42013359660000,13.0,42.0
320,1801,,Comstock Resources,Patterson 279,0.762699841,462.2607184,1.0,3.359917722,2243.4,0.0,0.0,1553.15798,2243.4,98.53417266,106.2,Peters 26-35 HC #2 Alt,,,Derrick Hyperpool,11,10957.0,15.25,111.2,2015.418698,1072.7,200.4,401.5,122.4,446.4,21-01-2023,6.75,1.156997564,3.528935614,509.2186984,0.084818182,1,,32.0078368,-93.9775339,ARKLA,ARKLA BASIN,21130.0,17031272300000,31.0,17.0
321,1807,,Anschutz Exploration,Cyclone Drilling 33,0.789733341,487.906865,1.162934307,0.176107791,365.582,0.0,14.0,85.9242,365.582,110.6077348,75.625,Kramer Fed 3671-33-9-13E,,,Derrick Hyperpool,8,12012.0,,108.6,573.831065,143.286,0.0,135.641,86.655,0.0,2023-06-02 00:00:00,6.75,4.254703564,0.65487257,558.249065,0.0814,1,,43.0444,-105.38798,POWDER RIVER,POWDER RIVER,18873.0,49009352810000,9.0,49.0
322,1808,,Anschutz Exploration,Cyclone Drilling 33,0.891757501,595.3250127,1.044093161,0.190477919,822.128,0.0,5.0,113.3962694,822.128,94.59480724,93.125,Jumbo Fed 3571-3-10-14E NH,,,Derrick Hyperpool,9,12023.0,,127.1,708.7212821,236.858,58.0,170.631,113.455,243.184,29-12-2022,6.75,5.105494238,1.03612232,558.7602821,0.074788889,1,,43.04098,-105.37237,POWDER RIVER,POWDER RIVER,20280.0,49009488230000,9.0,49.0
323,1809,,Encino Energy,Patterson 580,0.838312252,996.6333287,3.046340937,0.947313493,4147.0,1932.0,0.0,944.1242,4147.0,248.2474227,99.66666667,Wendell 205H 3825,,,Derrick Hyperpool,5,14448.0,11.1,58.2,1940.757529,2300.0,459.0,314.0,414.0,660.0,2022-11-08 00:00:00,8.5,3.693370004,3.274924014,1064.757529,0.0788,1,,40.4980755,-81.2058777,APPALACHIAN,APPALACHIAN,21092.0,34019228170000,19.0,34.0
324,1810,,Encino Energy,Patterson 580,0.826904183,988.5756569,1.0,0.854351606,1482.0,0.0,0.0,844.5912,1482.0,286.9,113.3333333,Wendell 201H - 3820,,,Derrick Hyperpool,4,14345.0,11.1,50.0,1833.166857,476.0,40.0,136.0,86.0,744.0,23-08-2022,8.5,0.873795512,0.69809226,1057.166857,0.08605,1,,40.4980765,-81.2059497,APPALACHIAN,APPALACHIAN,21065.0,34019228160000,19.0,34.0
325,1811,,Encino Energy,Patterson 580,0.811669629,974.6791383,1.0,0.820314264,1968.0,0.0,0.0,799.5432,1968.0,715.1960784,114.0,Wendell 5H 3817,,,Derrick Hyperpool,5,14590.0,11.2,20.4,1774.222338,835.0,110.0,274.0,179.0,570.0,2022-04-10 00:00:00,8.5,1.748498393,1.300196202,1075.222338,0.08896,1,,40.4980775,-81.2060217,APPALACHIAN,APPALACHIAN,21284.0,34019228150000,19.0,34.0
326,1814,,Comstock Resources,H&P 523,0.772951352,524.4409984,1.137752145,4.955506164,3458.0,0.0,358.0,2598.8706,3458.0,39.0,138.3684211,Moore 33-28 HC ALT #2,,,Derrick Hyperpool,22,11583.0,15.325,297.0,3123.311598,1752.0,408.0,670.0,182.0,446.0,25-10-2022,6.75,1.158964975,5.595272346,538.3115984,0.108704545,1,,32.3189943,-93.4041514,ARKLA,ARKLA BASIN,22367.0,17013222720000,13.0,17.0
327,1815,,Comstock Resources,H&P 523,0.671235112,440.8023406,1.140697221,5.159653865,3003.0,0.0,320.0,2274.3875,3003.0,38.51248266,147.0,Moore 33-28 HC #1,,,Derrick Hyperpool,20,11107.0,15.35,288.4,2715.189841,1535.0,401.0,541.0,177.0,349.0,28-09-2022,6.75,1.166907574,5.141519246,516.1898406,0.115455,1,,32.3190492,-93.4041519,ARKLA,ARKLA BASIN,22367.0,17013222710000,13.0,17.0
328,1816,,Comstock Resources,H&P 523,0.717765039,457.6993498,1.067382546,3.37214025,1945.0,66.0,38.0,1543.4264,1945.0,66.35372502,,Renrew Lands 5-32-29 HC#4,,,Derrick Hyperpool,9,10955.0,15.4,165.1,2001.12575,1235.0,203.0,364.0,98.0,45.0,2023-01-01 00:00:00,6.75,1.231027278,3.731887457,509.1257498,0.119744444,1,,32.3244291,-94.0276376,ARKLA,ARKLA BASIN,22246.0,17017363840000,17.0,17.0
329,1817,,Comstock Resources,Patterson 279,0.810579994,539.304846,1.018503972,3.697660822,2461.0,0.0,36.9,1994.1664,2461.0,68.98702903,106.25,Peters 26-35 HC #1 Alt,,,Derrick Hyperpool,10,11169.0,15.3,161.9,2533.471246,1073.4,179.0,441.2,134.9,632.5,2023-02-02 00:00:00,6.75,0.916924485,3.522637815,519.071246,0.0811,1,,32.0078376,-93.9774694,ARKLA,ARKLA BASIN,21300.0,17031272290000,31.0,17.0
330,1819,,Marathon Oil,H&P 514,0.784088547,841.7374156,1.200235254,2.948758549,3774.0,0.0,497.0,2482.0804,3774.0,85.44322344,118.75,Cheer Unit 1H,,,Derrick Hyperpool,12,11663.0,12.5,136.5,3323.817816,1606.0,539.0,904.0,321.0,404.0,2022-09-06 00:00:00,8.75,1.357732006,3.699971545,910.8178156,0.107975,1,,29.4183391,-97.1777731,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,21650.0,42285342170000,285.0,42.0
331,1819,,Marathon Oil,H&P 514,0.895980862,1241.397712,1.041723018,1.061881448,1501.0,0.0,55.0,1318.2172,1501.0,178.9655172,63.5,Cheer Unit 1H,,,Derrick Hyperpool,4,7785.0,12.5,43.5,2559.614912,704.0,140.0,71.0,78.0,508.0,25-05-2022,12.25,0.753290125,0.833322905,1191.614912,0.116125,1,,29.4183391,-97.1777731,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,21650.0,42285342170000,285.0,42.0
332,1820,,Marathon Oil,H&P 514,0.75844882,714.8104232,1.277934886,2.260020626,3339.0,196.0,253.0,1615.4863,3339.0,87.27966102,144.0,Cheer Unit 2H,,,Derrick Hyperpool,11,10299.0,12.5,118.0,2330.296723,1236.0,404.0,546.0,254.0,899.0,23-06-2022,8.75,1.510381116,3.033706255,804.2967232,0.108272727,1,,29.4183225,-97.1778481,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,20211.0,42285342180000,285.0,42.0
333,1820,,Marathon Oil,H&P 514,0.808550187,838.7610917,1.048217853,1.162121979,1199.0,0.0,47.0,974.7427,1199.0,120.4468085,89.0,Cheer Unit 2H,,,Derrick Hyperpool,3,5661.0,12.5,47.0,1813.503792,607.0,105.0,28.0,105.0,354.0,28-05-2022,12.25,0.866895438,0.975183269,866.5037917,0.104266667,1,,29.4183225,-97.1778481,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,20211.0,42285342180000,285.0,42.0
334,1821,,Southwestern Energy,Patterson 591,0.781882684,529.9191569,1.065125752,4.810007087,3179.0,0.0,166.0,2548.9149,3179.0,57.82386073,131.1052632,LABO 23&26-9-13 HC #1,,,Derrick Hyperpool,25,11293.0,15.425,195.3,3078.834057,1477.0,349.0,437.0,198.0,718.0,2022-06-09 00:00:00,6.75,0.965508892,4.689101189,524.8340569,0.0856,1,,31.7574417,-93.6699302,ARKLA,ARKLA BASIN,22773.0,17085226100000,85.0,17.0
335,1822,,Conoco Phillips,H&P 256,0.817845675,1028.804325,1.065608079,1.577827445,3055.6,0.0,106.5,1623.2757,3055.6,91.68690096,150.125,M Koopmann GWOSDZ USW A1,,,Derrick Hyperpool,8,14349.0,12.35,156.5,2652.080025,1493.9,210.0,171.1,194.1,986.5,18-06-2022,8.75,1.274644843,1.846454473,1120.580025,0.10375,1,,29.104184,-97.5214266,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,19479.0,42123351380000,123.0,42.0
336,1823,,Conoco Phillips,H&P 256,0.82354197,1149.34065,1.14685959,2.713996063,4336.7,0.0,458.1,3119.306,4336.7,68.66190476,144.5625,M Koopmann GWOSDZ USW B1,,,Derrick Hyperpool,16,14419.0,12.25,210.0,4268.64665,1944.3,289.0,312.3,212.1,1579.0,2022-05-06 00:00:00,8.75,0.884074855,2.449010438,1126.04665,0.09825,1,,29.104184,-97.5213627,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,20499.0,42123351390000,123.0,42.0
337,1824,,Conoco Phillips,H&P 256,0.82683677,1168.236109,1.149776508,1.737397761,3255.9,0.0,304.0,2029.6908,3255.9,93.5975976,143.2,M Koopmann GWOSDZ USW C1,,,Derrick Hyperpool,10,15584.0,12.85,166.5,3197.926909,1530.7,213.0,156.4,206.0,1149.8,15-05-2022,8.75,1.037645734,1.730528705,1217.026909,0.1067,1,,29.104181,-97.521299,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,20144.0,42123351400000,123.0,42.0
338,1825,,Conoco Phillips,H&P 256,0.831591338,1209.636511,1.113091675,1.97880378,3600.8,0.0,270.7,2393.6333,3600.8,89.13218391,142.6363636,M Koop-Mar-GWOSDZ USW D1,,,Derrick Hyperpool,11,15509.0,12.9,174.0,3603.269811,1272.1,269.0,198.4,201.2,1660.1,2022-02-05 00:00:00,8.75,0.810775819,1.602335183,1211.169811,0.099727273,1,,29.104184,-97.521488,GULF COAST WEST,TEXAS & LOUISIANA GULF COAST BASIN,19975.0,42123351410000,123.0,42.0
